anio,mes,cliente,producto,categoria,marca,cantidad_vendida,valor_venta,region,canal
2023,6,WONG,Ariel Detergente,Limpieza,San Jorge,640,262.42,Piura,Mayorista
2024,6,PLAZA VEA,Gloria Leche,Limpieza,San Jorge,345,3372.86,Cusco,Mayorista
2024,7,TOTTUS,Ariel Detergente,Higiene,San Jorge,415,4285.43,Huancayo,Tienda Independiente
2019,5,TOTTUS,Inca Kola,Alimentos,Nestlé,225,56.1,Chiclayo,Mayorista
2025,1,PLAZA VEA,Casino Galleta,Higiene,Procter & Gamble,788,2696.3,Cusco,Supermercado
2022,3,TOTTUS,San Jorge Arroz,Limpieza,Procter & Gamble,653,2321.03,Chiclayo,Supermercado
2023,12,VIVANDA,Galletas Field,Higiene,Procter & Gamble,85,1815.74,Chiclayo,Tienda Independiente
2025,5,VIVANDA,Gloria Leche,Higiene,Alicorp,335,3790.42,Huancayo,Supermercado
2019,6,VIVANDA,Galletas Field,Alimentos,Procter & Gamble,837,3317.03,Huancayo,Minorista
2024,8,WONG,Donofrio Helado,Higiene,Procter & Gamble,218,1838.7,Cusco,Minorista
2019,2,METRO,Inca Kola,Alimentos,Gloria,91,1332.05,Cusco,Minorista
2020,8,VIVANDA,Dento,Bebidas,Alicorp,590,1970.26,Piura,Minorista
2019,6,MAKRO,Gloria Leche,Alimentos,Gloria,944,2931.6,Huancayo,Supermercado
2022,4,MAKRO,Ariel Detergente,Alimentos,San Jorge,954,2380.88,Huancayo,Mayorista
2020,4,TOTTUS,Galletas Field,Alimentos,Alicorp,778,975.62,Lima,Minorista
2021,3,VIVANDA,Casino Galleta,Limpieza,Backus,501,197.91,Lima,Supermercado
2019,9,TOTTUS,Ariel Detergente,Higiene,Procter & Gamble,361,396.09,Lima,Supermercado
2024,12,PLAZA VEA,Inca Kola,Alimentos,Backus,515,794.88,Piura,Supermercado
2024,3,WONG,San Jorge Arroz,Higiene,San Jorge,968,1395.76,Iquitos,Supermercado
2019,9,METRO,Galletas Field,Higiene,San Jorge,791,1421.68,Lima,Mayorista
2022,2,WONG,Donofrio Helado,Bebidas,Alicorp,770,3510.67,Trujillo,Supermercado
2021,2,WONG,Ariel Detergente,Bebidas,Gloria,350,712.88,Arequipa,Supermercado
2023,3,WONG,Gloria Leche,Alimentos,Procter & Gamble,701,35.4,Piura,Minorista
2024,9,METRO,Galletas Field,Higiene,Gloria,237,3312.47,Arequipa,Minorista
2019,9,METRO,Galletas Field,Higiene,Alicorp,457,2155.03,Piura,Mayorista
2022,8,WONG,Donofrio Helado,Higiene,Procter & Gamble,977,2881.35,Huancayo,Supermercado
2019,6,PLAZA VEA,Gloria Leche,Limpieza,San Jorge,231,3830.74,Huancayo,Minorista
2024,8,VIVANDA,Ariel Detergente,Bebidas,Procter & Gamble,761,1125.64,Piura,Minorista
2025,8,MAYORISTA10,Gloria Leche,Bebidas,Gloria,727,3041.49,Piura,Minorista
2020,5,MAYORISTA10,Dento,Bebidas,Nestlé,855,1564.71,Cusco,Supermercado
2019,12,WONG,Gloria Leche,Limpieza,Alicorp,882,4890.03,Arequipa,Tienda Independiente
2020,12,WONG,Galletas Field,Alimentos,Nestlé,161,4296.74,Iquitos,Minorista
2019,3,MAKRO,Dento,Alimentos,Nestlé,733,4893.01,Huancayo,Mayorista
2019,1,WONG,Ariel Detergente,Alimentos,Backus,102,1384.41,Lima,Supermercado
2023,1,MAYORISTA10,Inca Kola,Limpieza,Alicorp,308,2888.35,Trujillo,Mayorista
2021,7,WONG,Gloria Leche,Limpieza,Alicorp,575,3924.06,Lima,Mayorista
2025,2,MAKRO,Ariel Detergente,Higiene,San Jorge,259,2885.06,Lima,Supermercado
2025,9,MAKRO,Inca Kola,Alimentos,Gloria,986,864.4,Chiclayo,Tienda Independiente
2022,4,WONG,Galletas Field,Limpieza,Backus,391,907.63,Trujillo,Supermercado
2025,11,TOTTUS,Donofrio Helado,Limpieza,San Jorge,570,2394.06,Trujillo,Mayorista
2024,10,PLAZA VEA,Gloria Leche,Bebidas,Procter & Gamble,795,3560.4,Iquitos,Minorista
2022,5,MAKRO,Galletas Field,Limpieza,Nestlé,961,2618.61,Cusco,Minorista
2025,2,METRO,Galletas Field,Higiene,Backus,783,3857.57,Chiclayo,Minorista
2024,5,MAYORISTA10,Ariel Detergente,Alimentos,Alicorp,837,2692.71,Piura,Mayorista
2023,6,PLAZA VEA,Donofrio Helado,Bebidas,Gloria,781,2889.34,Piura,Mayorista
2022,7,MAKRO,Ariel Detergente,Limpieza,Nestlé,906,548.61,Trujillo,Supermercado
2021,9,VIVANDA,Galletas Field,Higiene,Gloria,695,161.86,Iquitos,Minorista
2023,10,METRO,Ariel Detergente,Alimentos,Nestlé,951,1934.41,Chiclayo,Tienda Independiente
2021,12,WONG,San Jorge Arroz,Higiene,Alicorp,301,3211.71,Piura,Minorista
2023,11,MAKRO,Ariel Detergente,Bebidas,Alicorp,763,1910.9,Trujillo,Mayorista
2019,1,WONG,Donofrio Helado,Bebidas,Gloria,29,991.06,Lima,Mayorista
2020,5,PLAZA VEA,Inca Kola,Alimentos,Alicorp,357,3412.65,Cusco,Mayorista
2019,9,METRO,Inca Kola,Limpieza,Nestlé,453,2253.51,Huancayo,Mayorista
2025,10,VIVANDA,Gloria Leche,Bebidas,Alicorp,461,2999.5,Cusco,Minorista
2024,9,MAKRO,Gloria Leche,Bebidas,Alicorp,260,4704.34,Cusco,Tienda Independiente
2020,2,METRO,Galletas Field,Limpieza,Nestlé,151,1220.85,Iquitos,Supermercado
2020,8,TOTTUS,Donofrio Helado,Alimentos,Gloria,461,111.24,Trujillo,Minorista
2019,7,WONG,Ariel Detergente,Limpieza,Alicorp,305,2730.78,Chiclayo,Minorista
2021,4,TOTTUS,Gloria Leche,Bebidas,Nestlé,352,1558.72,Huancayo,Tienda Independiente
2020,2,TOTTUS,Dento,Higiene,Procter & Gamble,618,2071.49,Huancayo,Tienda Independiente
2023,10,TOTTUS,Gloria Leche,Bebidas,Alicorp,969,635.17,Huancayo,Mayorista
2022,4,MAKRO,Donofrio Helado,Bebidas,Gloria,851,1753.56,Chiclayo,Supermercado
2021,5,PLAZA VEA,Ariel Detergente,Bebidas,San Jorge,359,723.47,Piura,Supermercado
2025,7,VIVANDA,Ariel Detergente,Alimentos,Alicorp,207,2147.28,Trujillo,Minorista
2019,10,PLAZA VEA,Inca Kola,Alimentos,Backus,661,604.78,Trujillo,Minorista
2019,3,TOTTUS,Donofrio Helado,Higiene,Backus,678,3446.23,Chiclayo,Mayorista
2023,10,MAKRO,Gloria Leche,Higiene,San Jorge,26,4371.81,Lima,Mayorista
2019,4,METRO,Casino Galleta,Higiene,San Jorge,334,296.68,Arequipa,Supermercado
2025,9,TOTTUS,Gloria Leche,Higiene,Procter & Gamble,151,4084.78,Trujillo,Minorista
2025,11,MAKRO,Gloria Leche,Bebidas,Nestlé,592,2150.12,Trujillo,Supermercado
2025,5,METRO,Ariel Detergente,Alimentos,Gloria,748,4546.39,Arequipa,Supermercado
2023,4,PLAZA VEA,Casino Galleta,Bebidas,Gloria,801,2021.72,Chiclayo,Supermercado
2022,10,PLAZA VEA,Casino Galleta,Limpieza,Procter & Gamble,134,3344.52,Arequipa,Tienda Independiente
2023,7,MAKRO,San Jorge Arroz,Limpieza,Alicorp,270,3908.29,Cusco,Minorista
2019,5,METRO,Casino Galleta,Bebidas,Nestlé,262,531.55,Piura,Mayorista
2021,4,PLAZA VEA,Gloria Leche,Limpieza,Nestlé,724,2527.51,Cusco,Supermercado
2022,6,PLAZA VEA,Dento,Limpieza,Procter & Gamble,57,275.03,Lima,Mayorista
2019,1,TOTTUS,San Jorge Arroz,Higiene,Nestlé,927,2731.09,Piura,Mayorista
2024,10,MAYORISTA10,San Jorge Arroz,Bebidas,Gloria,833,1857.09,Arequipa,Tienda Independiente
2021,5,METRO,San Jorge Arroz,Limpieza,Gloria,528,2058.56,Lima,Tienda Independiente
2022,2,METRO,Ariel Detergente,Bebidas,San Jorge,844,714.25,Piura,Minorista
2023,6,MAKRO,Gloria Leche,Higiene,San Jorge,634,737.7,Arequipa,Tienda Independiente
2022,12,VIVANDA,Ariel Detergente,Limpieza,Nestlé,249,3327.49,Piura,Minorista
2024,5,PLAZA VEA,San Jorge Arroz,Bebidas,San Jorge,609,1203.51,Cusco,Mayorista
2023,9,TOTTUS,Ariel Detergente,Higiene,San Jorge,57,13.7,Chiclayo,Minorista
2022,2,MAYORISTA10,Ariel Detergente,Limpieza,San Jorge,416,856.62,Arequipa,Tienda Independiente
2022,1,VIVANDA,Gloria Leche,Limpieza,Nestlé,847,751.6,Huancayo,Mayorista
2024,4,PLAZA VEA,Ariel Detergente,Bebidas,Alicorp,138,3590.85,Lima,Tienda Independiente
2024,12,TOTTUS,Donofrio Helado,Bebidas,Backus,107,795.16,Chiclayo,Supermercado
2020,9,MAYORISTA10,Casino Galleta,Higiene,Backus,593,724.29,Iquitos,Mayorista
2025,4,TOTTUS,Dento,Bebidas,Alicorp,612,1350.38,Trujillo,Supermercado
2023,7,PLAZA VEA,San Jorge Arroz,Alimentos,Alicorp,651,2370.36,Iquitos,Supermercado
2022,9,PLAZA VEA,Ariel Detergente,Higiene,Alicorp,10,1507.81,Huancayo,Tienda Independiente
2019,5,TOTTUS,Dento,Bebidas,Nestlé,387,311.56,Cusco,Supermercado
2021,8,VIVANDA,Dento,Limpieza,San Jorge,386,2231.46,Arequipa,Tienda Independiente
2020,4,WONG,Galletas Field,Bebidas,Gloria,125,1715.08,Arequipa,Supermercado
2019,1,METRO,Ariel Detergente,Alimentos,Nestlé,556,347.57,Cusco,Supermercado
2024,9,PLAZA VEA,Inca Kola,Bebidas,Procter & Gamble,902,3078.33,Cusco,Tienda Independiente
2021,3,MAYORISTA10,Dento,Alimentos,Backus,507,963.92,Chiclayo,Supermercado
2019,6,WONG,Inca Kola,Limpieza,Procter & Gamble,90,4273.68,Lima,Minorista
2023,2,PLAZA VEA,Gloria Leche,Limpieza,Gloria,691,2414.64,Trujillo,Minorista
2020,1,TOTTUS,Gloria Leche,Alimentos,Alicorp,210,88.91,Piura,Tienda Independiente
2024,3,WONG,Gloria Leche,Limpieza,Procter & Gamble,461,3801.41,Chiclayo,Tienda Independiente
2025,8,METRO,Casino Galleta,Higiene,Gloria,811,1815.17,Arequipa,Tienda Independiente
2023,1,MAKRO,Donofrio Helado,Alimentos,Nestlé,540,145.85,Chiclayo,Minorista
2024,10,MAYORISTA10,Galletas Field,Limpieza,Gloria,118,4180.27,Huancayo,Minorista
2025,1,MAYORISTA10,Dento,Limpieza,Nestlé,578,348.67,Trujillo,Minorista
2019,7,VIVANDA,Inca Kola,Limpieza,San Jorge,72,3540.21,Chiclayo,Mayorista
2020,8,MAYORISTA10,Casino Galleta,Bebidas,Gloria,500,4249.55,Trujillo,Tienda Independiente
2022,10,MAKRO,Dento,Bebidas,Backus,285,1055.58,Trujillo,Mayorista
2025,6,WONG,Donofrio Helado,Limpieza,Nestlé,435,1780.33,Lima,Tienda Independiente
2021,6,MAYORISTA10,Casino Galleta,Alimentos,Procter & Gamble,699,4449.85,Lima,Supermercado
2020,1,PLAZA VEA,San Jorge Arroz,Alimentos,Procter & Gamble,129,227.48,Arequipa,Minorista
2025,7,MAYORISTA10,Ariel Detergente,Limpieza,Procter & Gamble,939,1190.6,Cusco,Minorista
2023,10,MAKRO,Dento,Higiene,Gloria,317,3614.57,Trujillo,Supermercado
2025,3,VIVANDA,Galletas Field,Limpieza,Alicorp,733,1013.28,Iquitos,Supermercado
2020,10,VIVANDA,Dento,Limpieza,Procter & Gamble,480,4163.97,Trujillo,Minorista
2019,11,TOTTUS,Dento,Limpieza,San Jorge,914,4446.94,Arequipa,Minorista
2021,4,TOTTUS,Casino Galleta,Alimentos,Backus,372,1437.07,Huancayo,Supermercado
2021,9,METRO,Donofrio Helado,Bebidas,Procter & Gamble,763,4815.75,Huancayo,Tienda Independiente
2019,5,METRO,Casino Galleta,Bebidas,Backus,694,933.8,Chiclayo,Minorista
2023,10,MAKRO,Gloria Leche,Limpieza,Gloria,340,2167.23,Lima,Minorista
2023,7,METRO,Gloria Leche,Limpieza,San Jorge,471,863.28,Iquitos,Minorista
2025,12,TOTTUS,Casino Galleta,Higiene,Gloria,417,2730.43,Huancayo,Minorista
2024,1,MAYORISTA10,Ariel Detergente,Higiene,Procter & Gamble,46,1048.63,Huancayo,Tienda Independiente
2020,7,WONG,Casino Galleta,Higiene,Gloria,911,2071.28,Huancayo,Supermercado
2025,9,MAYORISTA10,Ariel Detergente,Alimentos,Nestlé,988,1253.61,Piura,Tienda Independiente
2024,8,MAKRO,Dento,Limpieza,Procter & Gamble,762,940.9,Huancayo,Supermercado
2023,12,VIVANDA,Dento,Limpieza,Backus,382,309.16,Trujillo,Mayorista
2021,10,METRO,Dento,Limpieza,Alicorp,28,2254.32,Lima,Supermercado
2021,10,MAKRO,Inca Kola,Bebidas,Backus,408,784.9,Piura,Tienda Independiente
2020,10,WONG,San Jorge Arroz,Higiene,Backus,190,4100.81,Chiclayo,Minorista
2022,7,MAYORISTA10,Galletas Field,Limpieza,San Jorge,793,117.57,Iquitos,Mayorista
2022,9,VIVANDA,Gloria Leche,Higiene,Alicorp,957,3574.74,Piura,Tienda Independiente
2024,4,PLAZA VEA,Galletas Field,Alimentos,Backus,53,2560.7,Piura,Minorista
2024,1,METRO,Galletas Field,Limpieza,Backus,325,2702.44,Iquitos,Supermercado
2019,7,MAKRO,Donofrio Helado,Alimentos,San Jorge,740,3420.1,Cusco,Tienda Independiente
2019,8,METRO,Galletas Field,Alimentos,Gloria,233,826.68,Arequipa,Mayorista
2022,10,METRO,Casino Galleta,Bebidas,Backus,822,4004.9,Arequipa,Tienda Independiente
2022,4,WONG,Casino Galleta,Limpieza,Alicorp,198,2647.05,Lima,Minorista
2019,9,PLAZA VEA,Galletas Field,Higiene,Nestlé,420,283.57,Lima,Tienda Independiente
2025,10,VIVANDA,Donofrio Helado,Limpieza,San Jorge,27,1624.27,Cusco,Mayorista
2023,6,METRO,Dento,Higiene,Nestlé,260,3986.42,Trujillo,Mayorista
2019,3,WONG,Donofrio Helado,Bebidas,Alicorp,135,2993.54,Trujillo,Mayorista
2024,8,METRO,Casino Galleta,Limpieza,San Jorge,883,329.68,Lima,Mayorista
2024,6,WONG,Casino Galleta,Alimentos,Backus,626,686.46,Cusco,Supermercado
2025,8,MAYORISTA10,Dento,Alimentos,Backus,549,2360.32,Huancayo,Minorista
2021,7,PLAZA VEA,Gloria Leche,Bebidas,Alicorp,782,4429.33,Cusco,Mayorista
2021,9,VIVANDA,Inca Kola,Bebidas,San Jorge,622,1490.77,Cusco,Supermercado
2023,11,MAKRO,Casino Galleta,Higiene,Nestlé,411,4417.25,Chiclayo,Supermercado
2023,5,PLAZA VEA,San Jorge Arroz,Higiene,San Jorge,395,4948.97,Chiclayo,Mayorista
2025,10,METRO,Donofrio Helado,Bebidas,Backus,227,3136.8,Chiclayo,Supermercado
2019,12,TOTTUS,Casino Galleta,Limpieza,San Jorge,777,3398.41,Lima,Minorista
2021,8,MAKRO,Gloria Leche,Higiene,Alicorp,483,2893.64,Piura,Minorista
2022,3,MAKRO,Dento,Limpieza,Backus,680,2341.16,Cusco,Minorista
2019,9,MAYORISTA10,Dento,Alimentos,Procter & Gamble,894,2438.19,Cusco,Mayorista
2022,8,TOTTUS,Donofrio Helado,Limpieza,Procter & Gamble,562,3893.22,Cusco,Mayorista
2024,7,VIVANDA,Donofrio Helado,Higiene,Procter & Gamble,987,1348.36,Chiclayo,Mayorista
2025,9,VIVANDA,Donofrio Helado,Higiene,San Jorge,223,938.63,Trujillo,Minorista
2023,1,VIVANDA,Galletas Field,Alimentos,Nestlé,46,2474.21,Cusco,Mayorista
2021,5,PLAZA VEA,Ariel Detergente,Bebidas,Nestlé,994,3867.41,Piura,Minorista
2022,9,VIVANDA,Ariel Detergente,Bebidas,San Jorge,146,1648.95,Cusco,Tienda Independiente
2020,4,METRO,Donofrio Helado,Bebidas,Nestlé,940,1249.98,Iquitos,Mayorista
2023,2,TOTTUS,San Jorge Arroz,Bebidas,Gloria,662,1734.83,Arequipa,Supermercado
2020,11,MAKRO,San Jorge Arroz,Limpieza,Backus,279,2998.79,Arequipa,Supermercado
2020,10,PLAZA VEA,Donofrio Helado,Bebidas,Backus,802,3396.21,Arequipa,Tienda Independiente
2021,3,PLAZA VEA,Gloria Leche,Bebidas,Nestlé,716,3110.54,Piura,Minorista
2019,1,MAKRO,Casino Galleta,Limpieza,San Jorge,991,4995.77,Lima,Mayorista
2023,4,VIVANDA,Galletas Field,Higiene,Nestlé,224,3871.33,Trujillo,Mayorista
2023,10,METRO,Ariel Detergente,Alimentos,Gloria,298,4798.22,Chiclayo,Tienda Independiente
2023,11,METRO,San Jorge Arroz,Alimentos,Gloria,185,1269.2,Arequipa,Supermercado
2021,12,VIVANDA,San Jorge Arroz,Higiene,Alicorp,74,2963.36,Huancayo,Minorista
2025,11,MAKRO,Gloria Leche,Limpieza,Procter & Gamble,959,1899.64,Huancayo,Minorista
2023,6,TOTTUS,San Jorge Arroz,Alimentos,Backus,802,3985.66,Chiclayo,Minorista
2021,5,TOTTUS,Ariel Detergente,Higiene,Procter & Gamble,682,1467.79,Huancayo,Tienda Independiente
2022,6,VIVANDA,Inca Kola,Alimentos,Procter & Gamble,664,4092.88,Huancayo,Mayorista
2025,1,VIVANDA,Gloria Leche,Bebidas,Gloria,412,4118.05,Piura,Minorista
2019,9,MAKRO,Gloria Leche,Bebidas,Alicorp,645,1924.66,Trujillo,Tienda Independiente
2024,11,WONG,Dento,Higiene,Nestlé,328,3881.56,Cusco,Minorista
2025,11,MAYORISTA10,Casino Galleta,Limpieza,Nestlé,691,4099.33,Trujillo,Supermercado
2020,6,MAKRO,Inca Kola,Alimentos,Gloria,33,115.44,Chiclayo,Minorista
2025,6,METRO,Inca Kola,Alimentos,Gloria,792,3057.66,Trujillo,Minorista
2023,11,PLAZA VEA,Gloria Leche,Alimentos,Alicorp,974,4610.46,Lima,Mayorista
2021,9,TOTTUS,Galletas Field,Bebidas,San Jorge,92,387.56,Lima,Tienda Independiente
2022,10,WONG,Gloria Leche,Higiene,Nestlé,751,896.72,Piura,Supermercado
2021,10,WONG,Dento,Alimentos,Procter & Gamble,892,3145.69,Cusco,Supermercado
2024,6,MAYORISTA10,San Jorge Arroz,Alimentos,Backus,80,4844.36,Lima,Mayorista
2020,4,MAKRO,Donofrio Helado,Higiene,Backus,89,3088.0,Arequipa,Minorista
2020,9,MAYORISTA10,Casino Galleta,Alimentos,Procter & Gamble,177,1785.65,Iquitos,Mayorista
2023,3,MAKRO,Galletas Field,Bebidas,Backus,776,3327.38,Chiclayo,Supermercado
2023,2,MAYORISTA10,Casino Galleta,Bebidas,Procter & Gamble,1000,1075.33,Lima,Mayorista
2023,2,TOTTUS,Galletas Field,Alimentos,Gloria,917,3921.42,Huancayo,Supermercado
2022,8,TOTTUS,Gloria Leche,Higiene,Nestlé,305,368.5,Iquitos,Mayorista
2025,3,VIVANDA,Ariel Detergente,Bebidas,Nestlé,552,334.36,Huancayo,Minorista
2019,9,MAYORISTA10,San Jorge Arroz,Alimentos,Procter & Gamble,919,2105.67,Huancayo,Supermercado
2023,1,WONG,Casino Galleta,Alimentos,Procter & Gamble,288,2505.0,Chiclayo,Mayorista
2022,1,MAYORISTA10,Galletas Field,Limpieza,Alicorp,937,838.99,Iquitos,Supermercado
2022,7,WONG,Dento,Higiene,Nestlé,593,361.54,Chiclayo,Mayorista
2022,12,VIVANDA,Casino Galleta,Bebidas,Nestlé,964,1462.05,Trujillo,Tienda Independiente
2022,8,WONG,Inca Kola,Bebidas,Procter & Gamble,508,4468.85,Iquitos,Mayorista
2023,2,VIVANDA,Casino Galleta,Higiene,Alicorp,325,2334.0,Iquitos,Mayorista
2023,2,MAKRO,Inca Kola,Alimentos,Nestlé,324,2776.98,Trujillo,Tienda Independiente
2024,1,WONG,Galletas Field,Limpieza,Nestlé,754,2784.4,Piura,Mayorista
2021,7,WONG,Galletas Field,Bebidas,Alicorp,350,3342.6,Cusco,Tienda Independiente
2021,2,VIVANDA,Gloria Leche,Limpieza,Nestlé,458,3680.57,Arequipa,Tienda Independiente
2019,4,METRO,Gloria Leche,Higiene,Gloria,987,2888.03,Arequipa,Minorista
2025,10,MAKRO,Galletas Field,Higiene,Nestlé,696,1040.27,Iquitos,Minorista
2020,10,VIVANDA,Galletas Field,Bebidas,Nestlé,219,4582.26,Chiclayo,Supermercado
2023,6,WONG,Casino Galleta,Higiene,Backus,435,3631.61,Cusco,Tienda Independiente
2022,6,TOTTUS,Galletas Field,Bebidas,Alicorp,696,2058.58,Iquitos,Minorista
2024,7,MAYORISTA10,San Jorge Arroz,Limpieza,Backus,501,1775.8,Arequipa,Minorista
2022,9,WONG,Inca Kola,Bebidas,Alicorp,416,4591.84,Huancayo,Tienda Independiente
2021,10,METRO,Donofrio Helado,Alimentos,San Jorge,201,983.4,Chiclayo,Mayorista
2024,11,VIVANDA,Donofrio Helado,Higiene,Procter & Gamble,947,1900.37,Lima,Mayorista
2025,10,WONG,Galletas Field,Limpieza,Nestlé,758,155.48,Huancayo,Mayorista
2025,10,PLAZA VEA,Dento,Alimentos,Nestlé,897,1227.78,Arequipa,Supermercado
2024,9,MAYORISTA10,Donofrio Helado,Limpieza,Backus,746,4770.19,Iquitos,Supermercado
2022,2,VIVANDA,Inca Kola,Limpieza,Nestlé,514,1690.02,Arequipa,Mayorista
2022,2,MAYORISTA10,Inca Kola,Bebidas,San Jorge,615,4561.61,Huancayo,Tienda Independiente
2021,12,MAKRO,Ariel Detergente,Limpieza,Alicorp,335,4495.88,Arequipa,Minorista
2024,7,VIVANDA,Gloria Leche,Limpieza,Gloria,610,295.8,Arequipa,Supermercado
2021,10,TOTTUS,Ariel Detergente,Alimentos,Nestlé,800,4411.74,Piura,Mayorista
2025,3,METRO,Galletas Field,Bebidas,Procter & Gamble,205,3287.27,Huancayo,Mayorista
2020,4,TOTTUS,Donofrio Helado,Higiene,Alicorp,831,1659.55,Trujillo,Tienda Independiente
2023,11,WONG,Inca Kola,Limpieza,Alicorp,351,3575.06,Trujillo,Mayorista
2023,11,MAKRO,Donofrio Helado,Bebidas,Alicorp,107,2319.33,Iquitos,Supermercado
2020,5,MAKRO,Gloria Leche,Limpieza,San Jorge,376,2455.87,Trujillo,Supermercado
2023,6,VIVANDA,Ariel Detergente,Limpieza,San Jorge,348,3861.44,Piura,Tienda Independiente
2022,5,MAKRO,Casino Galleta,Bebidas,Backus,359,1643.11,Trujillo,Mayorista
2019,2,MAYORISTA10,Casino Galleta,Alimentos,Nestlé,696,1449.16,Trujillo,Supermercado
2019,5,VIVANDA,Ariel Detergente,Alimentos,Backus,761,4044.69,Lima,Tienda Independiente
2020,12,VIVANDA,Dento,Limpieza,San Jorge,734,2294.95,Huancayo,Mayorista
2023,12,MAYORISTA10,Donofrio Helado,Higiene,Procter & Gamble,353,2564.24,Lima,Tienda Independiente
2025,9,VIVANDA,Donofrio Helado,Higiene,Gloria,698,987.42,Arequipa,Minorista
2023,12,MAKRO,Dento,Alimentos,Nestlé,381,4526.59,Chiclayo,Supermercado
2021,2,METRO,Inca Kola,Limpieza,Nestlé,123,1193.85,Chiclayo,Tienda Independiente
2024,7,VIVANDA,Ariel Detergente,Bebidas,San Jorge,942,515.32,Arequipa,Tienda Independiente
2022,10,MAKRO,Gloria Leche,Limpieza,Nestlé,633,1961.16,Chiclayo,Minorista
2019,12,WONG,Gloria Leche,Bebidas,Backus,73,3529.38,Huancayo,Tienda Independiente
2023,3,MAYORISTA10,Inca Kola,Alimentos,Procter & Gamble,86,548.91,Trujillo,Supermercado
2020,2,MAKRO,Inca Kola,Bebidas,San Jorge,742,358.9,Cusco,Mayorista
2020,7,VIVANDA,Casino Galleta,Higiene,San Jorge,576,2624.49,Huancayo,Minorista
2024,3,WONG,Inca Kola,Limpieza,Gloria,375,4780.02,Arequipa,Minorista
2022,6,METRO,San Jorge Arroz,Alimentos,Gloria,455,2898.44,Chiclayo,Supermercado
2021,2,TOTTUS,Donofrio Helado,Higiene,Backus,201,3112.8,Iquitos,Minorista
2021,8,TOTTUS,San Jorge Arroz,Higiene,Procter & Gamble,60,3306.36,Trujillo,Supermercado
2020,3,MAKRO,Galletas Field,Higiene,Nestlé,832,591.42,Lima,Mayorista
2023,8,MAYORISTA10,Gloria Leche,Alimentos,Procter & Gamble,495,2557.02,Cusco,Supermercado
2019,5,PLAZA VEA,Dento,Alimentos,San Jorge,594,1888.57,Arequipa,Mayorista
2024,6,METRO,Inca Kola,Bebidas,Alicorp,176,4146.63,Huancayo,Tienda Independiente
2019,6,PLAZA VEA,Galletas Field,Bebidas,Backus,657,1184.22,Huancayo,Supermercado
2025,6,MAKRO,Galletas Field,Limpieza,Gloria,37,3699.75,Trujillo,Mayorista
2025,11,MAKRO,Ariel Detergente,Higiene,Backus,156,1314.11,Trujillo,Supermercado
2024,12,PLAZA VEA,Donofrio Helado,Higiene,Procter & Gamble,694,2072.12,Iquitos,Supermercado
2021,8,WONG,Galletas Field,Limpieza,Procter & Gamble,867,335.81,Trujillo,Supermercado
2021,11,METRO,Dento,Alimentos,Procter & Gamble,745,3362.93,Iquitos,Minorista
2023,4,WONG,Gloria Leche,Limpieza,Alicorp,340,568.64,Lima,Minorista
2025,3,WONG,Galletas Field,Limpieza,Nestlé,773,3966.0,Chiclayo,Mayorista
2021,6,MAKRO,Ariel Detergente,Alimentos,Alicorp,584,497.53,Huancayo,Minorista
2019,4,VIVANDA,Donofrio Helado,Alimentos,Alicorp,270,3722.89,Cusco,Supermercado
2020,9,WONG,Donofrio Helado,Alimentos,Backus,502,3574.4,Chiclayo,Minorista
2024,9,TOTTUS,San Jorge Arroz,Higiene,San Jorge,269,439.92,Trujillo,Minorista
2023,5,VIVANDA,Ariel Detergente,Bebidas,Backus,88,1901.4,Piura,Mayorista
2024,8,WONG,Casino Galleta,Limpieza,Backus,333,3733.34,Trujillo,Mayorista
2021,7,MAKRO,Ariel Detergente,Higiene,Nestlé,356,1708.99,Piura,Minorista
2020,9,MAYORISTA10,San Jorge Arroz,Limpieza,Procter & Gamble,773,1322.14,Iquitos,Mayorista
2022,9,PLAZA VEA,Gloria Leche,Bebidas,Backus,437,1258.5,Trujillo,Supermercado
2024,3,MAYORISTA10,Gloria Leche,Bebidas,San Jorge,14,3508.17,Huancayo,Mayorista
2023,5,WONG,Gloria Leche,Higiene,Alicorp,207,1098.93,Piura,Minorista
2021,7,VIVANDA,Ariel Detergente,Bebidas,San Jorge,414,4002.08,Trujillo,Tienda Independiente
2025,1,PLAZA VEA,Dento,Bebidas,Nestlé,574,1806.3,Trujillo,Supermercado
2021,11,VIVANDA,Gloria Leche,Alimentos,Nestlé,889,1991.5,Cusco,Minorista
2022,10,WONG,San Jorge Arroz,Alimentos,Procter & Gamble,986,3997.01,Chiclayo,Supermercado
2019,8,MAYORISTA10,Gloria Leche,Bebidas,Gloria,181,3962.74,Trujillo,Supermercado
2019,9,VIVANDA,Dento,Limpieza,Backus,521,4998.81,Cusco,Mayorista
2025,4,TOTTUS,Ariel Detergente,Higiene,San Jorge,507,3099.9,Arequipa,Mayorista
2025,6,VIVANDA,Gloria Leche,Limpieza,Backus,423,1926.11,Arequipa,Tienda Independiente
2025,2,VIVANDA,Ariel Detergente,Bebidas,Gloria,501,3650.16,Cusco,Tienda Independiente
2022,8,METRO,Gloria Leche,Bebidas,Nestlé,603,4668.7,Huancayo,Tienda Independiente
2023,6,WONG,Galletas Field,Higiene,Gloria,868,1555.7,Trujillo,Mayorista
2025,5,MAKRO,Donofrio Helado,Limpieza,San Jorge,124,1921.01,Iquitos,Supermercado
